rubro,proveedor,medio,provincia,localidad,total_general,canje,centr,descent
Web,GIL ADRIANA DEL VALLE,WWW.REVISTALINK.COM.AR,Capital Federal,CAPITAL FEDERAL,116000.00,,,116000.00
Radio FM,AP SERVICIOS INTEGRALES S.R.L.,LA 100 FM 101.5,Buenos Aires,CARLOS CASARES,115942.20,,,115942.20
Radio FM,ASOC.CIVIL F.A.R.C.O.,FM 103.3 RADIO PUEBLO,Cordoba,DEAN FUNES,115920.00,,41040.00,74880.00
Radio FM,ASOC.CIVIL F.A.R.C.O.,FM 94.7 RADIO ESPERANZA,La Rioja,CHA丕R,115920.00,,41040.00,74880.00
Web,EL NORTE EDIT.Y PERIODIST.S.A.,WWW.DIARIOELNORTE.COM.AR,Buenos Aires,SAN NICOLAS,115528.00,,46211.20,69316.80
Web,GARCIA MEZA EDGARDO PEDRO,WWW.PCF.COM.AR,Buenos Aires,VILLA LUZURIAGA,115520.00,,,115520.00
Radio FM,ASOC.CIVIL F.A.R.C.O.,FM 93.1 RADIO LA BOCONA,La Rioja,LA RIOJA,115477.50,,39444.00,76033.50
Radio FM,DUHART MARIA LUJAN,FM 107.9 RADIO IDENTIDAD,Buenos Aires,BRAGADO,115350.00,,23130.00,92220.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS REALICO,La Pampa,REALICO,115302.11,,,115302.11
TV Cable,SENTIDOS S.A.,CANAL SOMOS ROSARIO DE LA FRONTERA,Salta,ROSARIO DE LA FRONTERA,115302.11,,,115302.11
TV Cable,SUAREZ DANIEL OSVALDO,TV CLIP DIGITAL,Buenos Aires,LANUS,115200.00,,38700.00,76500.00
Radio FM,ASOC.CIVIL F.A.R.C.O.,FM 104.5 RADIO PROVIDENCIA,Cordoba,CORDOBA,115072.00,,38874.00,76198.00
Radio FM,ROTONDA ROGELIO ADRIAN,FM 104.1 TANDIL,Buenos Aires,TANDIL,114930.00,,,114930.00
Radio FM,GONZALEZ PABLO HUMBERTO,FM 88.7 RADIO CITY,Buenos Aires,SAN NICOLAS,114720.00,,,114720.00
Web,PAPALEO JUAN IGNACIO,WWW.REVISTAREPLAY.COM.AR,Capital Federal,VICENTE LOPEZ,114666.67,,,114666.67
Web,SUAR LEANDRO CARLOS,WWW.HUERQUEN.COM.AR,Capital Federal,CAPITAL FEDERAL,114666.67,,,114666.67
Radio FM,NOIR MARTIN ALEJANDRO,FM 93.1 LA BRUJULA 24,Buenos Aires,BAHIA BLANCA,114490.20,,,114490.20
Web,GARCIA ALEJANDRO ROBERTO,WWW.UNCB.COM.AR,Buenos Aires,AVELLANEDA,114166.67,,47500.00,66666.67
Web,TOIA NORA MARTA,DIARIOLAVERDAD.COM.AR,Buenos Aires,SAN NICOLAS,114166.67,,47500.00,66666.67
Radio FM,ASOC.CIVIL F.A.R.C.O.,FM 95.5 LA PORTADA,Buenos Aires,BOLIVAR,114030.00,,38610.00,75420.00
Radio FM,ASOC.CIVIL F.A.R.C.O.,FM CULTURA,Santa Fe,SANTA FE,113760.00,,38880.00,74880.00
Radio FM,ASOC.CIVIL F.A.R.C.O.,FM 88.3 OCUPAS,Buenos Aires,MORENO,113670.00,,38475.00,75195.00
Web,GUERREROS GASTON FEDERICO,WWW.2URBANOS.COM,Buenos Aires,Varias,113333.35,,45333.34,68000.01
Web,CASANOVA TOMAS RICARDO,WWW.CONCILIACIONOBLIGATORIA.COM,Capital Federal,CAPITAL FEDERAL,113295.00,,43575.00,69720.00
Radio FM,SOMMA OMAR JOSE,FM 89.1 PLUS,Buenos Aires,VILLA GESELL,113238.60,,,113238.60
Web,ASOCIACION CULTURAL ARMENIA,WWW.DIARIOARMENIA.ORG.AR,Capital Federal,CAPITAL FEDERAL,112500.00,,47500.00,65000.00
Web,RODEGHIERO DANIEL ESTEBAN,WWW.SECCIONCIUDAD.COM.AR,Capital Federal,CAPITAL FEDERAL,112500.00,,47500.00,65000.00
Radio FM,COOP DE TRABAJO GLOBAL MEDIA,FM 89.1,Buenos Aires,MAR DEL PLATA,111949.20,,17424.00,94525.20
Web,ASOC.CIVIL F.A.R.C.O.,LOCALPARAVACHASCA.COM.AR RADIO ON LINE,Cordoba,ANISACATE,111931.00,,39444.00,72487.00
Radio AM,SENTIDOS S.A.,AM 1580 TRADICION,Buenos Aires,TRES DE FEBRERO,111825.78,,,111825.78
TV Cable,FRANCO NESTOR RAUL,CANAL 4 TV,Buenos Aires,CARLOS CASARES,111804.00,,,111804.00
Web,GONZALEZ PEDRO SEGUNDO,WWW.CORDOBAVIVE.COM,Cordoba,CORDOBA,111200.00,,45600.00,65600.00
TV Cable,NAVARRO LUCAS PATRICIO,CANAL 5,Mendoza,MAIPU,110565.00,,25935.00,84630.00
Grafica,CAPITAL INTELECTUAL S.A.,REVISTA LE MONDE DIPLOMATIQUE,Capital Federal,CAPITAL FEDERAL,110500.00,,,110500.00
Web,MATTEAZZI LUCIO JOSE,WWW.INFOBAIRES.COM.AR,Capital Federal,CAPITAL FEDERAL,110500.00,,,110500.00
Web,TERRITORIO DIGITAL S.A.,WWW.MDZOL.COM,Mendoza,Varias,110500.00,,,110500.00
Web,HERNANDO VICTORY MARIANO G.,WWW.CONSULTEYA.COM.AR,Capital Federal,CAPITAL FEDERAL,110400.00,,,110400.00
Radio FM,GRIECO DARIO FRANCISCO,FM 106.1 ENTERPRISE,Mendoza,GODOY CRUZ,110358.00,,30804.00,79554.00
Radio FM,URIBE DIEGO ANDRES,FM 102.3,Buenos Aires,PINAMAR,110352.00,,,110352.00
Web,FERNANDEZ MARIA DEL CARMEN,WWW.NOTICIASDEMICIUDAD.COM.AR,Capital Federal,CAPITAL FEDERAL,110000.01,,,110000.01
Web,LEOZ LUIS EDUARDO,WWW.INFO-ALMAGRO.COM.AR,Capital Federal,CAPITAL FEDERAL,110000.01,,,110000.01
Grafica,BUSSIO LINARES DIEGO ANDRES,HOLA CAPITAL FEDERALLLITO,Capital Federal,CAPITAL FEDERAL,110000.00,,40000.00,70000.00
Radio FM,CABRERA JOSE ANTONIO,FM 107.9 RADIO NATIVA,Cordoba,UNQUILLO,109230.00,,56430.00,52800.00
Web,SELLARO SEBASTIAN EZEQUIEL,WWW.SOMOSBOCATV.COM.AR,Buenos Aires,LA MATANZA,109200.00,,43680.00,65520.00
Web,BARBOZA S.R.L.,WWW.DATADIARIO.COM,Capital Federal,CAPITAL FEDERAL,108900.00,,,108900.00
Web,EURALIA ARGENTINA S.A.,WWW.INFOVILLARINO.COM,Buenos Aires,VILLARINO,108900.00,,36300.00,72600.00
Web,ROMERO DANIEL GUSTAVO,WWW.ITUZAINGO.ENORSAI.COM.AR,Buenos Aires,ITUZAINGO,108900.00,,45980.00,62920.00
Web,ROMERO DANIEL GUSTAVO,WWW.LAMATANZAENORSAI.COM.AR,Buenos Aires,GBA,108900.00,,45980.00,62920.00
Radio FM,SAMMITO DINO FELIX,FM  88.9 RETRO,Mendoza,SAN RAFAEL,108650.00,,29520.00,79130.00
Radio FM,SAMMITO DINO FELIX,FM 103.9 DIAL RADIO TV,Mendoza,MALARGUE,108322.00,,29192.00,79130.00
Radio FM,SAMMITO DINO FELIX,FM 104.1 LA 100,Mendoza,SAN RAFAEL,108322.00,,29192.00,79130.00
Radio FM,SAMMITO DINO FELIX,FM 95.3 ASPEN,Mendoza,SAN RAFAEL,108322.00,,29192.00,79130.00
Web,GANDERA JORGE OSCAR,WWW.VERMOUTH-DEPORTIVO.COM.AR,Capital Federal,CAPITAL FEDERAL,108000.00,,,108000.00
Web,GIACOSA PAOLA VIRGINIA,WWW.REVISTAREA.COM,Santa Fe,ROSARIO,108000.00,,,108000.00
Web,IVANKOVIC JUAN VICTORIO FELIX,WWW.PRODUCCION.COM.AR,Tucuman,TUCUMAN,108000.00,,,108000.00
Web,LEGUISAMO ANA MARIA,WWW.FORODEBAIRES.COM.AR,Capital Federal,CAPITAL FEDERAL,108000.00,,,108000.00
Web,PRESTI JUAN PABLO,WWW.SAAVEDRAONLINE.COM.AR,Capital Federal,CAPITAL FEDERAL,108000.00,,,108000.00
Web,SPAGNOLLI MARIEYHARA MARIA N.,WWW.PURACIUDAD.COM.AR,Capital Federal,CAPITAL FEDERAL,108000.00,,,108000.00
Web,TRIFONE MARTIN ANIBAL,WWW.COMUNA8.COM.AR,Capital Federal,CAPITAL FEDERAL,108000.00,,,108000.00
TV Cable,GUALEGUAY TELEVISORA COLOR S.A,CANAL 2 GUALEGUAY TELEVISORA COLOR,Entre Rios,GUALEGUAY,107777.12,,12874.40,94902.72
Web,DIEZ DE LOS RIOS FERNANDEZ LOR,WWW.CHACOTODOELDIA.COM,Chaco,PRESIDENCIA DE LA PLAZA,107100.00,,,107100.00
Web,SORIA DANIEL ALBERTO,WWW.EDITORECONOMICO.COM.AR,Capital Federal,CAPITAL FEDERAL,106923.67,,,106923.67
Web,TIERRA DE PERIODISTAS COOPERAT,WWW.TIERRADEPERIODISTAS.COM,Misiones,POSADAS,106816.66,,64458.33,42358.33
Radio FM,BURGUENO SILVERIO HORACIO,FM 94.9 LRI 434 RADIO DOLORES,Buenos Aires,DOLORES,106700.00,,,106700.00
Web,FUND CENT DE INTEG COMUN C Y S,www.ciccus.org.ar,Capital Federal,CAPITAL FEDERAL,106500.00,,,106500.00
Grafica,EDITORIAL ACCION S.A.,REVISTA PRESENTE,Capital Federal,CAPITAL FEDERAL,106080.00,,,106080.00
Radio FM,SAMMITO DINO FELIX,FM 92.1 ACTIVA,Mendoza,SAN MARTIN,105985.00,,30053.00,75932.00
Radio FM,BACCI MELINA GABRIELA,FM 101.3 MASTERS,Buenos Aires,ZARATE,105930.00,,,105930.00
Radio FM,PIRIS LAURA MARIELA,FM 99.9 RADIO IMPACTO,La Pampa,EDUARDO CASTEX,105696.00,,28224.00,77472.00
Radio FM,GOMEZ LEONARDO MIRCO,FM 100.3 RADIO X,Buenos Aires,PILAR,105555.00,,,105555.00
Radio FM,CENTRO ECUMENICO PORIAJHU ASOC,FM 90.7 LRM 740,Santa Fe,CAPITAN BERMUDEZ,105300.00,,,105300.00
Grafica,GIMENEZ DIEGO NICOLAS,REVISTA BOCA A BOCA,Entre Rios,CONCORDIA,105000.00,,35000.00,70000.00
Grafica,SALA ROBERTO JORGE OSCAR,"CASOS, COSAS Y COSOS DE BELGRANO",Capital Federal,CAPITAL FEDERAL,105000.00,,35000.00,70000.00
Web,BONGIORNO FERNANDO JAVIER,WWW.JUNIN24.COM,Buenos Aires,JUNIN,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.DIARIOACTUALIDAD.COM,Buenos Aires,GENERAL VILLEGAS,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.DIARIOELTIEMPO.COM.AR,Buenos Aires,AZUL,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.DIARIOIMAGEN.COM.AR,Buenos Aires,ARRECIFES,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.DIARIORESUMEN.COM.AR,Buenos Aires,PILAR,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.ELDIARIODERAUCH.COM.AR,Buenos Aires,RAUCH,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.ELECOS.COM.AR,Buenos Aires,NECOCHEA,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.ELOJOENLINEA.COM.AR,Buenos Aires,FLORENTINO AMEGHINO,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.ELORDEN.COM,Buenos Aires,PRINGLES,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.LAPALABRADELOBOS.COM,Buenos Aires,LOBOS,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.LAVERDADAYACUCHO.COM.AR,Buenos Aires,AYACUCHO,105000.00,,42000.00,63000.00
Web,DIARIOS BONAERENSES S.A.,WWW.NOTICIASPEHUAJO.COM.AR,Buenos Aires,PEHUAJO,105000.00,,42000.00,63000.00
Web,GALEANO ANGEL MAURO,WWW.AJOYAGUAONLINE.COM,Buenos Aires,MARIANO ACOSTA,105000.00,,,105000.00
Web,MOLARO RODRIGO GASTON,WWW.DIARIOK.COM,Santa Fe,RAFAELA,105000.00,,,105000.00
Web,SOLANS PEDRO SANTIAGO,WWW.ELDIARIODECARLOSPAZ.COM.AR,Cordoba,VILLA CARLOS PAZ,105000.00,,42000.00,63000.00
Radio FM,GREDILLAS ALEJANDRO ADRIAN,FM 94.5 UNYKA,Buenos Aires,SAN ISIDRO,104375.00,,35625.00,68750.00
Radio FM,CASTRO ANIBAL ERNESTO,FM 88.9 UNION DE RADIOS,Buenos Aires,CASEROS,104232.00,,,104232.00
Web,ADALID COMUNICACIONES ARG SA,WWW.DIAGONALES.COM,Buenos Aires,LA PLATA,103950.00,,,103950.00
Web,COOP. DE TRABAJO LA TABA LTDA,WWW.LACOMUNA7.COM.AR,Capital Federal,CAPITAL FEDERAL,103950.00,,,103950.00
Radio FM,SELVA JORGE DANIEL,FM 89.7 RADIO COMPARTIENDO,Buenos Aires,QUILMES,103892.00,,35796.00,68096.00
Radio FM,MAYORGA GABRIEL,FM 97.9 RADIO FENIX,Chubut,ESQUEL,103882.00,,,103882.00
Radio FM,COSTILLA FERNANDO HUGO,FM 100.1 NEW,Salta,ROSARIO DE LA FRONTERA,103800.00,,52800.00,51000.00
Radio FM,DEFENDENTE JESUS ANDRES,FM 95.1 RADIO URBANA,Buenos Aires,LINCOLN,103776.00,,,103776.00
Web,BELVEDERE FERNANDO DARIO,WWW.PARQUECHASWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,103733.00,,,103733.00
TV Cable,ASOC. DE RADIODIF. BONAERENSES,CANAL 7 TV,Salta,ROSARIO DE LERMA,103620.00,,31020.00,72600.00
Radio FM,COOP. DE TRABAJO FM LIBRE LTDA,FM 105.5 LIBRE,Cordoba,RIO CUARTO,103572.00,,35244.00,68328.00
Web,ROLON YANINA SARA,www.reconquistasf.com.ar,Santa Fe,AVELLANEDA,103500.00,,,103500.00
Web,FIGUEROA SILVIA MABEL,WWW.FMMASTER.NET,Rio Negro,CIPOLLETTI,103446.00,,22167.00,81279.00
Web,ALVAREZ VILLEGAS JUAN FELIX,WWW.ELCANILLITADIGITAL.COM.AR,San Juan,CAUCETE,103200.00,,,103200.00
Web,CARPINELLA GUSTAVO CARLOS,WWW.LACOMUNA12.COM.AR,Capital Federal,CAPITAL FEDERAL,103200.00,,,103200.00
Radio FM,VEIGA SANTIAGO OSCAR,FM 105.9 MEGA PURO ROCK,Buenos Aires,NECOCHEA,102912.00,,,102912.00
Radio FM,GALLETTI PAULO ANDRES,FM 96.5 RADIO CADENA REGIONAL,Santa Fe,MAXIMO PAZ,102752.00,,17328.00,85424.00
Radio FM,GALLETTI SANDRA CECILIA,FM 104.9 RADIO CADENA REGIONAL,Santa Fe,SANTA TERESA,102752.00,,17328.00,85424.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 93.9 RADIO DEL PLATA TUCUMAN,Tucuman,SAN MIGUEL DE TUCUMAN,101930.40,,,101930.40
TV Cable,RAMALLO MARCELO GUSTAVO,CANAL 7,Rio Negro,INGENIERO JACOBACCI,101910.00,,,101910.00
